nbProcess = 3;
nbJobs = 50;
nbMchs = 20;
Process1 =  [3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
     3 3 3 3 3 3 3 3 3 3 3 3 3];
pidle =  [2 3 1 1 1 2 1 3 2 1 3 1 2 1 3 2 1 3 1 1];
EnergyS =  [60 30 10 60 30 60 60 60 10 60 30 10 10 30 60 60 30 60 60 30];
TB =  [12 16 12 8 16 16 8 16 8 12 16 16 8 16 16 12 12 8 16 8];
x =  [[[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 0 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]]
         [[0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 0 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]]
         [[0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 0 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]]
         [[0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 0 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]]
         [[0 1 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 0 0]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 0 0]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 0 1]
             [0 0 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 0 1]]
         [[0 1 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 0 0]
             [0 1 1]
