nbProcess = 3;
nbJobs = 50;
nbMchs = 20;
Process1 =  [3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
     3 3 3 3 3 3 3 3 3 3 3 3 3];
pidle =  [3 3 3 2 1 3 3 1 3 1 1 3 3 3 2 2 1 1 3 3];
EnergyS =  [60 60 10 10 30 10 10 60 30 60 60 10 10 60 60 60 10 60 30 60];
TB =  [16 12 8 16 12 8 12 8 8 16 16 16 16 8 8 12 16 12 16 16];
x =  [[[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[0 0 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 0 1]
             [0 0 1]
             [0 1 0]
             [0 1 0]
             [0 0 0]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]]
         [[0 0 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 0 1]
             [0 0 1]
             [0 1 0]
             [0 1 0]
             [0 0 0]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]]
         [[0 0 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 0 1]
             [0 0 1]
             [0 1 0]
             [0 1 0]
             [0 0 0]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]]
         [[0 0 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 0 1]
             [0 0 1]
             [0 1 0]
             [0 1 0]
             [0 0 0]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]]
         [[0 1 1]
             [0 0 0]
             [0 0 0]
             [0 0 1]
             [0 0 0]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 0 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]]
         [[0 1 1]
             [0 0 0]
             [0 0 0]
             [0 0 1]
             [0 0 0]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
